Timestamp,kW,kWh
2025-01-16 13:15,373.61,93.403
2025-01-16 13:30,373.28,93.321
2025-01-16 13:45,372.92,93.231
2025-01-16 14:00,385.60,96.399
2025-01-16 14:15,378.47,94.617
2025-01-16 14:30,384.51,96.127
2025-01-16 14:45,380.72,95.181
2025-01-16 15:00,373.19,93.298
2025-01-16 15:15,382.07,95.517
2025-01-16 15:30,383.80,95.951
2025-01-16 15:45,381.73,95.433
2025-01-16 16:00,372.04,93.010
2025-01-16 16:15,386.28,96.569
2025-01-16 16:30,385.36,96.340
2025-01-16 16:45,372.36,93.089
2025-01-16 17:00,375.13,93.783
2025-01-16 17:15,383.28,95.819
2025-01-16 17:30,377.35,94.337
2025-01-16 17:45,341.27,85.318
2025-01-16 18:00,288.99,72.247
2025-01-16 18:15,255.38,63.846
2025-01-16 18:30,204.39,51.098
2025-01-16 18:45,165.22,41.304
2025-01-16 19:00,117.69,29.423
2025-01-16 19:15,128.07,32.018
2025-01-16 19:30,119.66,29.914
2025-01-16 19:45,123.92,30.981
2025-01-16 20:00,111.46,27.864
2025-01-16 20:15,125.63,31.406
2025-01-16 20:30,111.31,27.829
2025-01-16 20:45,112.24,28.060
2025-01-16 21:00,127.79,31.947
2025-01-16 21:15,119.02,29.755
2025-01-16 21:30,116.08,29.019
2025-01-16 21:45,114.18,28.544
2025-01-16 22:00,118.04,29.511
2025-01-16 22:15,126.67,31.667
2025-01-16 22:30,117.02,29.255
2025-01-16 22:45,128.05,32.012
2025-01-16 23:00,111.47,27.868
2025-01-16 23:15,116.30,29.076
2025-01-16 23:30,123.39,30.848
2025-01-16 23:45,122.04,30.509
2025-01-17 00:00,125.88,31.469
2025-01-17 00:15,122.39,30.597
2025-01-17 00:30,111.45,27.864
2025-01-17 00:45,118.72,29.680
2025-01-17 01:00,112.80,28.199
2025-01-17 01:15,115.70,28.925
2025-01-17 01:30,121.54,30.384
2025-01-17 01:45,120.74,30.185
2025-01-17 02:00,117.98,29.495
2025-01-17 02:15,128.83,32.207
2025-01-17 02:30,124.41,31.101
2025-01-17 02:45,118.37,29.591
2025-01-17 03:00,120.76,30.189
2025-01-17 03:15,126.93,31.733
2025-01-17 03:30,119.61,29.903
2025-01-17 03:45,122.97,30.743
2025-01-17 04:00,124.18,31.045
2025-01-17 04:15,124.59,31.148
2025-01-17 04:30,119.21,29.802
2025-01-17 04:45,114.95,28.738
2025-01-17 05:00,114.24,28.561
2025-01-17 05:15,127.58,31.894
2025-01-17 05:30,121.59,30.396
2025-01-17 05:45,166.69,41.672
2025-01-17 06:00,203.12,50.780
2025-01-17 06:15,249.44,62.360
2025-01-17 06:30,292.90,73.224
2025-01-17 06:45,329.31,82.327
2025-01-17 07:00,380.58,95.145
2025-01-17 07:15,382.94,95.736
2025-01-17 07:30,377.46,94.365
2025-01-17 07:45,373.71,93.427
2025-01-17 08:00,380.05,95.012
2025-01-17 08:15,377.22,94.305
2025-01-17 08:30,373.35,93.338
2025-01-17 08:45,380.84,95.209
2025-01-17 09:00,380.76,95.190
2025-01-17 09:15,374.14,93.535
2025-01-17 09:30,374.43,93.609
2025-01-17 09:45,377.14,94.286
2025-01-17 10:00,388.10,97.024
2025-01-17 10:15,379.64,94.909
2025-01-17 10:30,382.34,95.584
2025-01-17 10:45,379.84,94.961
2025-01-17 11:00,377.23,94.308
2025-01-17 11:15,374.28,93.569
2025-01-17 11:30,383.68,95.919
2025-01-17 11:45,380.06,95.015
2025-01-17 12:00,380.04,95.009
2025-01-17 12:15,380.03,95.007
2025-01-17 12:30,371.76,92.939
2025-01-17 12:45,377.14,94.284
2025-01-17 13:00,372.01,93.003
2025-01-17 13:15,383.20,95.801
2025-01-17 13:30,383.90,95.976
2025-01-17 13:45,377.69,94.423
2025-01-17 14:00,387.23,96.808
2025-01-17 14:15,388.05,97.013
2025-01-17 14:30,377.83,94.458
2025-01-17 14:45,386.93,96.733
2025-01-17 15:00,375.02,93.755
2025-01-17 15:15,381.78,95.445
2025-01-17 15:30,384.53,96.134
2025-01-17 15:45,383.86,95.965
2025-01-17 16:00,377.06,94.265
2025-01-17 16:15,371.25,92.812
2025-01-17 16:30,375.65,93.913
2025-01-17 16:45,374.32,93.581
2025-01-17 17:00,371.17,92.791
2025-01-17 17:15,386.88,96.721
2025-01-17 17:30,375.44,93.860
2025-01-17 17:45,338.21,84.553
2025-01-17 18:00,300.45,75.114
2025-01-17 18:15,246.54,61.636
2025-01-17 18:30,203.06,50.766
2025-01-17 18:45,168.65,42.163
2025-01-17 19:00,120.35,30.088
2025-01-17 19:15,128.12,32.029
2025-01-17 19:30,125.34,31.334
2025-01-17 19:45,117.06,29.266
2025-01-17 20:00,120.07,30.016
2025-01-17 20:15,122.39,30.598
2025-01-17 20:30,127.38,31.844
2025-01-17 20:45,112.67,28.167
2025-01-17 21:00,126.40,31.601
2025-01-17 21:15,128.10,32.025
2025-01-17 21:30,115.25,28.812
2025-01-17 21:45,123.32,30.830
2025-01-17 22:00,112.35,28.088
2025-01-17 22:15,114.72,28.679
2025-01-17 22:30,116.75,29.188
2025-01-17 22:45,123.11,30.778
2025-01-17 23:00,117.90,29.475
2025-01-17 23:15,117.28,29.320
2025-01-17 23:30,116.34,29.086
2025-01-17 23:45,120.64,30.161
2025-01-18 00:00,125.76,31.440
2025-01-18 00:15,111.73,27.931
2025-01-18 00:30,119.70,29.925
2025-01-18 00:45,120.22,30.054
2025-01-18 01:00,127.28,31.819
2025-01-18 01:15,125.78,31.445
2025-01-18 01:30,121.01,30.253
2025-01-18 01:45,111.66,27.915
2025-01-18 02:00,126.86,31.716
2025-01-18 02:15,119.63,29.907
2025-01-18 02:30,123.50,30.874
2025-01-18 02:45,114.21,28.553
2025-01-18 03:00,116.25,29.063
2025-01-18 03:15,127.61,31.903
2025-01-18 03:30,113.16,28.290
2025-01-18 03:45,117.89,29.473
2025-01-18 04:00,124.89,31.222
2025-01-18 04:15,127.99,31.998
2025-01-18 04:30,121.90,30.475
2025-01-18 04:45,118.40,29.601
2025-01-18 05:00,124.55,31.137
2025-01-18 05:15,113.46,28.364
2025-01-18 05:30,118.16,29.541
2025-01-18 05:45,115.28,28.820
2025-01-18 06:00,126.21,31.552
2025-01-18 06:15,130.47,32.618
2025-01-18 06:30,126.12,31.529
2025-01-18 06:45,119.27,29.819
2025-01-18 07:00,117.18,29.295
2025-01-18 07:15,133.89,33.472
2025-01-18 07:30,121.02,30.256
2025-01-18 07:45,136.05,34.012
2025-01-18 08:00,126.49,31.622
2025-01-18 08:15,132.02,33.006
2025-01-18 08:30,131.98,32.995
2025-01-18 08:45,134.60,33.651
2025-01-18 09:00,129.92,32.480
2025-01-18 09:15,134.52,33.631
2025-01-18 09:30,132.87,33.218
2025-01-18 09:45,133.91,33.479
2025-01-18 10:00,138.17,34.542
2025-01-18 10:15,154.03,38.509
2025-01-18 10:30,154.95,38.738
2025-01-18 10:45,153.96,38.489
2025-01-18 11:00,160.31,40.077
2025-01-18 11:15,155.21,38.802
2025-01-18 11:30,156.58,39.146
2025-01-18 11:45,152.73,38.183
2025-01-18 12:00,158.74,39.685
2025-01-18 12:15,166.62,41.655
2025-01-18 12:30,151.47,37.867
2025-01-18 12:45,163.73,40.934
2025-01-18 13:00,161.16,40.289
2025-01-18 13:15,151.09,37.773
2025-01-18 13:30,161.83,40.456
2025-01-18 13:45,158.36,39.591
2025-01-18 14:00,153.18,38.294
2025-01-18 14:15,160.08,40.021
2025-01-18 14:30,148.94,37.234
2025-01-18 14:45,158.04,39.509
2025-01-18 15:00,156.12,39.029
2025-01-18 15:15,144.08,36.020
2025-01-18 15:30,142.71,35.678
2025-01-18 15:45,141.95,35.488
2025-01-18 16:00,145.13,36.282
2025-01-18 16:15,150.46,37.616
2025-01-18 16:30,147.33,36.833
2025-01-18 16:45,137.93,34.482
2025-01-18 17:00,144.34,36.086
2025-01-18 17:15,133.86,33.465
2025-01-18 17:30,140.46,35.115
2025-01-18 17:45,129.47,32.367
2025-01-18 18:00,130.35,32.587
2025-01-18 18:15,133.80,33.450
2025-01-18 18:30,120.30,30.074
2025-01-18 18:45,124.27,31.067
2025-01-18 19:00,118.04,29.511
2025-01-18 19:15,127.10,31.775
2025-01-18 19:30,125.67,31.417
2025-01-18 19:45,123.17,30.793
2025-01-18 20:00,124.98,31.245
2025-01-18 20:15,129.41,32.354
2025-01-18 20:30,114.71,28.677
2025-01-18 20:45,115.49,28.873
2025-01-18 21:00,117.39,29.347
2025-01-18 21:15,117.97,29.492
2025-01-18 21:30,117.47,29.367
2025-01-18 21:45,116.82,29.205
2025-01-18 22:00,114.38,28.596
2025-01-18 22:15,125.26,31.316
2025-01-18 22:30,116.58,29.145
2025-01-18 22:45,113.59,28.398
2025-01-18 23:00,114.78,28.695
2025-01-18 23:15,111.36,27.841
2025-01-18 23:30,119.80,29.951
2025-01-18 23:45,116.96,29.240
2025-01-19 00:00,115.95,28.988
2025-01-19 00:15,123.18,30.795
2025-01-19 00:30,125.73,31.433
2025-01-19 00:45,111.61,27.902
2025-01-19 01:00,112.73,28.183
2025-01-19 01:15,126.57,31.641
2025-01-19 01:30,114.79,28.697
2025-01-19 01:45,126.67,31.667
2025-01-19 02:00,128.55,32.137
2025-01-19 02:15,118.08,29.519
2025-01-19 02:30,111.53,27.881
2025-01-19 02:45,123.46,30.866
2025-01-19 03:00,111.48,27.871
2025-01-19 03:15,125.09,31.271
2025-01-19 03:30,121.38,30.345
2025-01-19 03:45,113.27,28.317
2025-01-19 04:00,121.62,30.406
2025-01-19 04:15,124.53,31.133
2025-01-19 04:30,128.77,32.192
2025-01-19 04:45,114.92,28.730
2025-01-19 05:00,120.64,30.161
2025-01-19 05:15,127.06,31.764
2025-01-19 05:30,125.35,31.338
2025-01-19 05:45,126.69,31.672
2025-01-19 06:00,123.50,30.875
2025-01-19 06:15,129.80,32.451
2025-01-19 06:30,117.43,29.358
2025-01-19 06:45,129.96,32.490
2025-01-19 07:00,119.02,29.755
2025-01-19 07:15,128.89,32.222
2025-01-19 07:30,135.33,33.832
2025-01-19 07:45,137.16,34.291
2025-01-19 08:00,132.05,33.011
2025-01-19 08:15,124.02,31.005
2025-01-19 08:30,125.02,31.256
2025-01-19 08:45,133.80,33.449
2025-01-19 09:00,132.54,33.136
2025-01-19 09:15,132.75,33.186
2025-01-19 09:30,138.80,34.699
2025-01-19 09:45,142.33,35.583
2025-01-19 10:00,148.73,37.184
2025-01-19 10:15,143.04,35.760
2025-01-19 10:30,141.71,35.428
2025-01-19 10:45,153.69,38.422
2025-01-19 11:00,149.50,37.376
2025-01-19 11:15,149.66,37.415
2025-01-19 11:30,161.46,40.364
2025-01-19 11:45,154.94,38.734
2025-01-19 12:00,155.72,38.930
2025-01-19 12:15,156.78,39.194
2025-01-19 12:30,160.73,40.182
2025-01-19 12:45,164.75,41.187
2025-01-19 13:00,157.73,39.433
2025-01-19 13:15,161.92,40.480
2025-01-19 13:30,166.76,41.691
2025-01-19 13:45,164.39,41.098
2025-01-19 14:00,157.56,39.391
2025-01-19 14:15,156.54,39.136
2025-01-19 14:30,147.89,36.973
2025-01-19 14:45,147.46,36.866
2025-01-19 15:00,160.27,40.069
2025-01-19 15:15,150.81,37.702
2025-01-19 15:30,152.76,38.190
2025-01-19 15:45,140.71,35.177
2025-01-19 16:00,143.46,35.866
2025-01-19 16:15,142.02,35.506
2025-01-19 16:30,143.98,35.994
2025-01-19 16:45,142.46,35.614
2025-01-19 17:00,135.12,33.779
2025-01-19 17:15,127.31,31.828
2025-01-19 17:30,139.97,34.993
2025-01-19 17:45,135.58,33.895
2025-01-19 18:00,133.51,33.377
2025-01-19 18:15,131.81,32.952
2025-01-19 18:30,128.19,32.049
2025-01-19 18:45,130.78,32.694
2025-01-19 19:00,126.84,31.709
2025-01-19 19:15,124.12,31.031
2025-01-19 19:30,120.55,30.139
2025-01-19 19:45,125.12,31.280
2025-01-19 20:00,125.04,31.259
2025-01-19 20:15,117.82,29.454
2025-01-19 20:30,119.23,29.809
2025-01-19 20:45,130.16,32.540
2025-01-19 21:00,115.53,28.883
2025-01-19 21:15,116.06,29.014
2025-01-19 21:30,123.82,30.955
2025-01-19 21:45,127.48,31.871
2025-01-19 22:00,112.94,28.235
2025-01-19 22:15,120.99,30.249
2025-01-19 22:30,119.62,29.906
2025-01-19 22:45,121.66,30.414
2025-01-19 23:00,114.17,28.542
2025-01-19 23:15,114.78,28.696
2025-01-19 23:30,111.27,27.818
2025-01-19 23:45,114.37,28.593
2025-01-20 00:00,114.69,28.673
2025-01-20 00:15,115.12,28.781
2025-01-20 00:30,125.28,31.319
2025-01-20 00:45,119.89,29.974
2025-01-20 01:00,121.40,30.350
2025-01-20 01:15,113.34,28.335
2025-01-20 01:30,128.96,32.239
2025-01-20 01:45,112.50,28.125
2025-01-20 02:00,128.61,32.152
2025-01-20 02:15,126.58,31.644
2025-01-20 02:30,116.24,29.061
2025-01-20 02:45,114.23,28.557
2025-01-20 03:00,112.81,28.203
2025-01-20 03:15,122.28,30.570
2025-01-20 03:30,128.71,32.178
2025-01-20 03:45,116.59,29.147
2025-01-20 04:00,117.43,29.357
2025-01-20 04:15,114.54,28.635
2025-01-20 04:30,118.77,29.694
2025-01-20 04:45,122.14,30.536
2025-01-20 05:00,128.65,32.163
2025-01-20 05:15,119.53,29.882
2025-01-20 05:30,124.64,31.159
2025-01-20 05:45,167.59,41.897
2025-01-20 06:00,210.25,52.563
2025-01-20 06:15,249.14,62.285
2025-01-20 06:30,294.03,73.507
2025-01-20 06:45,334.73,83.682
2025-01-20 07:00,383.00,95.751
2025-01-20 07:15,372.01,93.001
2025-01-20 07:30,382.30,95.576
2025-01-20 07:45,377.42,94.355
2025-01-20 08:00,381.21,95.302
2025-01-20 08:15,373.20,93.301
2025-01-20 08:30,386.18,96.545
2025-01-20 08:45,381.85,95.463
2025-01-20 09:00,373.83,93.458
2025-01-20 09:15,382.97,95.742
2025-01-20 09:30,374.38,93.594
2025-01-20 09:45,380.03,95.008
2025-01-20 10:00,381.80,95.449
2025-01-20 10:15,373.72,93.431
2025-01-20 10:30,376.48,94.119
2025-01-20 10:45,377.95,94.488
2025-01-20 11:00,374.91,93.728
2025-01-20 11:15,380.91,95.228
2025-01-20 11:30,385.31,96.327
2025-01-20 11:45,372.74,93.185
2025-01-20 12:00,385.10,96.274
2025-01-20 12:15,382.49,95.622
2025-01-20 12:30,387.29,96.823
2025-01-20 12:45,385.92,96.480
2025-01-20 13:00,382.00,95.499
2025-01-20 13:15,380.57,95.143
2025-01-20 13:30,378.72,94.680
2025-01-20 13:45,372.92,93.229
2025-01-20 14:00,386.14,96.536
2025-01-20 14:15,376.56,94.141
2025-01-20 14:30,372.52,93.131
2025-01-20 14:45,375.42,93.856
2025-01-20 15:00,379.49,94.873
2025-01-20 15:15,377.72,94.430
2025-01-20 15:30,379.98,94.995
2025-01-20 15:45,377.85,94.462
2025-01-20 16:00,371.85,92.963
2025-01-20 16:15,384.08,96.019
2025-01-20 16:30,388.55,97.138
2025-01-20 16:45,377.06,94.265
2025-01-20 17:00,373.71,93.426
2025-01-20 17:15,371.60,92.900
2025-01-20 17:30,387.83,96.957
2025-01-20 17:45,328.22,82.056
2025-01-20 18:00,291.81,72.952
2025-01-20 18:15,256.80,64.199
2025-01-20 18:30,202.63,50.657
2025-01-20 18:45,159.44,39.860
2025-01-20 19:00,125.23,31.309
2025-01-20 19:15,116.62,29.156
2025-01-20 19:30,128.52,32.130
2025-01-20 19:45,116.00,29.001
2025-01-20 20:00,121.80,30.451
2025-01-20 20:15,115.35,28.836
2025-01-20 20:30,122.93,30.732
2025-01-20 20:45,124.88,31.219
2025-01-20 21:00,119.07,29.767
2025-01-20 21:15,127.28,31.820
2025-01-20 21:30,112.13,28.034
2025-01-20 21:45,122.92,30.730
2025-01-20 22:00,118.01,29.502
2025-01-20 22:15,113.84,28.461
2025-01-20 22:30,125.86,31.465
2025-01-20 22:45,125.64,31.410
2025-01-20 23:00,118.59,29.648
2025-01-20 23:15,123.28,30.821
2025-01-20 23:30,112.06,28.016
2025-01-20 23:45,127.64,31.911
2025-01-21 00:00,111.47,27.867
2025-01-21 00:15,113.50,28.374
2025-01-21 00:30,123.84,30.960
2025-01-21 00:45,112.66,28.165
2025-01-21 01:00,117.91,29.478
2025-01-21 01:15,126.96,31.740
2025-01-21 01:30,123.38,30.845
2025-01-21 01:45,124.66,31.165
2025-01-21 02:00,122.50,30.626
2025-01-21 02:15,120.38,30.095
2025-01-21 02:30,116.88,29.221
2025-01-21 02:45,121.77,30.441
2025-01-21 03:00,122.29,30.574
2025-01-21 03:15,118.26,29.565
2025-01-21 03:30,112.56,28.139
2025-01-21 03:45,115.49,28.873
2025-01-21 04:00,125.87,31.468
2025-01-21 04:15,114.96,28.740
2025-01-21 04:30,127.39,31.847
2025-01-21 04:45,125.79,31.447
2025-01-21 05:00,128.14,32.036
2025-01-21 05:15,128.71,32.179
2025-01-21 05:30,121.54,30.386
2025-01-21 05:45,158.22,39.555
2025-01-21 06:00,207.53,51.884
2025-01-21 06:15,248.29,62.072
2025-01-21 06:30,293.49,73.373
2025-01-21 06:45,332.31,83.077
2025-01-21 07:00,375.74,93.934
2025-01-21 07:15,372.97,93.244
2025-01-21 07:30,375.54,93.886
2025-01-21 07:45,386.84,96.710
2025-01-21 08:00,381.05,95.263
2025-01-21 08:15,376.36,94.090
2025-01-21 08:30,378.12,94.529
2025-01-21 08:45,388.18,97.045
2025-01-21 09:00,380.18,95.045
2025-01-21 09:15,371.44,92.859
2025-01-21 09:30,374.95,93.738
2025-01-21 09:45,376.65,94.162
2025-01-21 10:00,383.58,95.894
2025-01-21 10:15,373.49,93.373
2025-01-21 10:30,374.07,93.517
2025-01-21 10:45,373.03,93.257
2025-01-21 11:00,381.48,95.371
2025-01-21 11:15,378.73,94.682
2025-01-21 11:30,384.90,96.226
2025-01-21 11:45,382.32,95.581
2025-01-21 12:00,384.36,96.090
2025-01-21 12:15,383.61,95.902
2025-01-21 12:30,386.49,96.623
2025-01-21 12:45,374.59,93.648
2025-01-21 13:00,382.56,95.639
2025-01-21 13:15,383.03,95.757
2025-01-21 13:30,371.55,92.888
2025-01-21 13:45,383.31,95.828
2025-01-21 14:00,381.45,95.362
2025-01-21 14:15,388.53,97.134
2025-01-21 14:30,375.78,93.945
2025-01-21 14:45,376.18,94.045
2025-01-21 15:00,387.76,96.940
2025-01-21 15:15,388.91,97.227
2025-01-21 15:30,376.59,94.148
2025-01-21 15:45,379.68,94.920
2025-01-21 16:00,383.82,95.954
2025-01-21 16:15,373.53,93.383
2025-01-21 16:30,374.77,93.691
2025-01-21 16:45,374.97,93.741
2025-01-21 17:00,375.06,93.765
2025-01-21 17:15,383.61,95.903
2025-01-21 17:30,386.22,96.554
2025-01-21 17:45,334.88,83.721
2025-01-21 18:00,294.10,73.526
2025-01-21 18:15,251.52,62.880
2025-01-21 18:30,210.06,52.516
2025-01-21 18:45,167.63,41.909
2025-01-21 19:00,114.80,28.700
2025-01-21 19:15,127.51,31.878
2025-01-21 19:30,120.64,30.161
2025-01-21 19:45,125.66,31.416
2025-01-21 20:00,124.44,31.111
2025-01-21 20:15,119.86,29.965
2025-01-21 20:30,124.73,31.183
2025-01-21 20:45,117.23,29.308
2025-01-21 21:00,112.42,28.105
2025-01-21 21:15,125.67,31.416
2025-01-21 21:30,112.06,28.015
2025-01-21 21:45,128.62,32.154
2025-01-21 22:00,127.60,31.901
2025-01-21 22:15,127.37,31.841
2025-01-21 22:30,111.21,27.802
2025-01-21 22:45,125.48,31.369
2025-01-21 23:00,127.19,31.798
2025-01-21 23:15,120.59,30.147
2025-01-21 23:30,122.20,30.549
2025-01-21 23:45,112.81,28.203
2025-01-22 00:00,119.03,29.758
2025-01-22 00:15,113.92,28.479
2025-01-22 00:30,111.88,27.970
2025-01-22 00:45,120.03,30.008
2025-01-22 01:00,115.21,28.802
2025-01-22 01:15,119.94,29.984
2025-01-22 01:30,126.99,31.747
2025-01-22 01:45,123.64,30.910
2025-01-22 02:00,128.65,32.163
2025-01-22 02:15,128.08,32.021
2025-01-22 02:30,124.49,31.122
2025-01-22 02:45,119.40,29.849
2025-01-22 03:00,111.67,27.919
2025-01-22 03:15,124.60,31.150
2025-01-22 03:30,120.06,30.015
2025-01-22 03:45,122.12,30.531
2025-01-22 04:00,115.86,28.964
2025-01-22 04:15,111.73,27.932
2025-01-22 04:30,128.11,32.028
2025-01-22 04:45,116.07,29.018
2025-01-22 05:00,114.45,28.612
2025-01-22 05:15,118.13,29.533
2025-01-22 05:30,123.34,30.835
2025-01-22 05:45,164.19,41.048
2025-01-22 06:00,213.06,53.264
2025-01-22 06:15,258.89,64.722
2025-01-22 06:30,288.49,72.122
2025-01-22 06:45,345.16,86.290
2025-01-22 07:00,378.33,94.582
2025-01-22 07:15,387.78,96.945
2025-01-22 07:30,373.06,93.265
2025-01-22 07:45,381.97,95.493
2025-01-22 08:00,385.33,96.333
2025-01-22 08:15,375.47,93.867
2025-01-22 08:30,373.68,93.420
2025-01-22 08:45,385.46,96.364
2025-01-22 09:00,386.38,96.596
2025-01-22 09:15,381.85,95.464
2025-01-22 09:30,380.00,95.001
2025-01-22 09:45,387.16,96.789
2025-01-22 10:00,376.13,94.031
2025-01-22 10:15,388.35,97.087
2025-01-22 10:30,374.09,93.523
2025-01-22 10:45,376.40,94.100
2025-01-22 11:00,388.83,97.207
2025-01-22 11:15,386.56,96.639
2025-01-22 11:30,385.24,96.309
2025-01-22 11:45,371.71,92.929
2025-01-22 12:00,383.50,95.874
2025-01-22 12:15,376.14,94.036
2025-01-22 12:30,385.88,96.469
2025-01-22 12:45,377.07,94.269
2025-01-22 13:00,383.37,95.842
2025-01-22 13:15,381.58,95.395
2025-01-22 13:30,385.38,96.346
2025-01-22 13:45,375.70,93.924
2025-01-22 14:00,371.25,92.813
2025-01-22 14:15,385.20,96.299
2025-01-22 14:30,378.84,94.710
2025-01-22 14:45,385.77,96.443
2025-01-22 15:00,382.13,95.533
2025-01-22 15:15,375.53,93.882
2025-01-22 15:30,388.55,97.137
2025-01-22 15:45,372.38,93.094
2025-01-22 16:00,375.38,93.846
2025-01-22 16:15,374.98,93.745
2025-01-22 16:30,373.90,93.474
2025-01-22 16:45,374.95,93.738
2025-01-22 17:00,388.46,97.114
2025-01-22 17:15,386.89,96.722
2025-01-22 17:30,378.35,94.588
2025-01-22 17:45,342.61,85.653
2025-01-22 18:00,292.10,73.025
2025-01-22 18:15,256.69,64.173
2025-01-22 18:30,203.46,50.866
2025-01-22 18:45,163.86,40.964
2025-01-22 19:00,123.68,30.920
2025-01-22 19:15,122.02,30.504
2025-01-22 19:30,115.97,28.992
2025-01-22 19:45,117.97,29.493
2025-01-22 20:00,113.22,28.306
2025-01-22 20:15,115.32,28.831
2025-01-22 20:30,126.08,31.519
2025-01-22 20:45,125.41,31.352
2025-01-22 21:00,121.97,30.492
2025-01-22 21:15,117.39,29.347
2025-01-22 21:30,115.77,28.944
2025-01-22 21:45,125.67,31.416
2025-01-22 22:00,126.21,31.553
2025-01-22 22:15,118.95,29.736
2025-01-22 22:30,127.83,31.958
2025-01-22 22:45,122.53,30.632
2025-01-22 23:00,112.95,28.238
2025-01-22 23:15,113.65,28.413
2025-01-22 23:30,116.13,29.031
2025-01-22 23:45,128.53,32.134
2025-01-23 00:00,128.74,32.185
2025-01-23 00:15,115.25,28.813
2025-01-23 00:30,119.59,29.896
2025-01-23 00:45,126.70,31.675
2025-01-23 01:00,120.29,30.073
2025-01-23 01:15,116.30,29.075
2025-01-23 01:30,119.37,29.843
2025-01-23 01:45,123.55,30.888
2025-01-23 02:00,122.82,30.706
2025-01-23 02:15,115.71,28.927
2025-01-23 02:30,111.81,27.952
2025-01-23 02:45,128.20,32.051
2025-01-23 03:00,120.20,30.050
2025-01-23 03:15,128.61,32.152
2025-01-23 03:30,124.84,31.211
2025-01-23 03:45,127.55,31.888
2025-01-23 04:00,115.51,28.878
2025-01-23 04:15,116.26,29.065
2025-01-23 04:30,118.78,29.696
2025-01-23 04:45,121.02,30.255
2025-01-23 05:00,119.80,29.951
2025-01-23 05:15,124.45,31.113
2025-01-23 05:30,121.75,30.437
2025-01-23 05:45,167.43,41.858
2025-01-23 06:00,213.91,53.479
2025-01-23 06:15,258.34,64.584
2025-01-23 06:30,291.17,72.793
2025-01-23 06:45,328.54,82.134
2025-01-23 07:00,381.29,95.322
2025-01-23 07:15,377.06,94.266
2025-01-23 07:30,382.11,95.528
2025-01-23 07:45,385.38,96.345
2025-01-23 08:00,374.21,93.552
2025-01-23 08:15,374.76,93.690
2025-01-23 08:30,383.34,95.835
2025-01-23 08:45,376.10,94.024
2025-01-23 09:00,375.34,93.836
2025-01-23 09:15,380.15,95.037
2025-01-23 09:30,378.40,94.600
2025-01-23 09:45,375.52,93.879
2025-01-23 10:00,379.94,94.985
2025-01-23 10:15,383.49,95.873
2025-01-23 10:30,384.48,96.120
2025-01-23 10:45,375.27,93.817
2025-01-23 11:00,376.21,94.052
2025-01-23 11:15,384.08,96.021
2025-01-23 11:30,372.11,93.028
2025-01-23 11:45,381.98,95.494
2025-01-23 12:00,372.51,93.128
2025-01-23 12:15,386.51,96.629
2025-01-23 12:30,386.61,96.653
2025-01-23 12:45,383.01,95.753
2025-01-23 13:00,384.97,96.243
2025-01-23 13:15,377.54,94.385
2025-01-23 13:30,374.27,93.566
2025-01-23 13:45,379.36,94.840
2025-01-23 14:00,379.08,94.771
2025-01-23 14:15,371.82,92.955
2025-01-23 14:30,385.22,96.305
2025-01-23 14:45,386.94,96.736
2025-01-23 15:00,375.11,93.779
2025-01-23 15:15,388.30,97.074
2025-01-23 15:30,386.38,96.595
2025-01-23 15:45,378.60,94.649
2025-01-23 16:00,376.82,94.205
2025-01-23 16:15,386.43,96.607
2025-01-23 16:30,383.21,95.802
2025-01-23 16:45,385.10,96.276
2025-01-23 17:00,371.09,92.773
2025-01-23 17:15,372.39,93.097
2025-01-23 17:30,371.10,92.775
2025-01-23 17:45,341.32,85.330
2025-01-23 18:00,294.15,73.538
2025-01-23 18:15,247.41,61.852
2025-01-23 18:30,214.96,53.739
2025-01-23 18:45,164.49,41.122
2025-01-23 19:00,126.90,31.726
2025-01-23 19:15,116.68,29.171
2025-01-23 19:30,125.04,31.261
2025-01-23 19:45,125.10,31.276
2025-01-23 20:00,119.93,29.981
2025-01-23 20:15,119.94,29.984
2025-01-23 20:30,112.18,28.045
2025-01-23 20:45,126.44,31.610
2025-01-23 21:00,122.38,30.595
2025-01-23 21:15,112.40,28.100
2025-01-23 21:30,114.90,28.725
2025-01-23 21:45,128.44,32.110
2025-01-23 22:00,113.60,28.399
2025-01-23 22:15,128.42,32.105
2025-01-23 22:30,124.02,31.004
2025-01-23 22:45,124.00,31.001
2025-01-23 23:00,115.62,28.905
2025-01-23 23:15,128.00,32.001
2025-01-23 23:30,126.73,31.684
2025-01-23 23:45,123.98,30.995
2025-01-24 00:00,124.35,31.088
2025-01-24 00:15,127.86,31.964
2025-01-24 00:30,126.53,31.632
2025-01-24 00:45,117.96,29.491
2025-01-24 01:00,118.54,29.634
2025-01-24 01:15,117.71,29.427
2025-01-24 01:30,126.01,31.504
2025-01-24 01:45,127.73,31.932
2025-01-24 02:00,117.35,29.337
2025-01-24 02:15,114.63,28.657
2025-01-24 02:30,113.36,28.340
2025-01-24 02:45,116.11,29.026
2025-01-24 03:00,118.87,29.718
2025-01-24 03:15,121.85,30.463
2025-01-24 03:30,128.14,32.035
2025-01-24 03:45,126.47,31.617
2025-01-24 04:00,114.66,28.664
2025-01-24 04:15,116.65,29.162
2025-01-24 04:30,118.08,29.519
2025-01-24 04:45,116.31,29.078
2025-01-24 05:00,114.79,28.698
