Energy Usage Report (kWh) - Service Account 8001234567

Date,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
3/11/2025,28.9814,28.4998,30.1676,28.6586,29.8263,28.9104,27.8162,27.7625,28.6167,28.7664,29.0662,30.0689,28.7872,30.9446,29.5918,28.5572,28.4314,28.7571,31.1111,30.6182,28.3817,31.6152,28.0339,40.3117,52.0924,64.4103,72.6159,86.2883,93.0441,96.5669,97.2079,95.6293,96.5548,96.9580,93.5362,96.8847,97.1128,93.0081,95.6026,94.8921,97.1135,94.6268,92.8838,95.6647,96.0043,93.5808,96.2885,93.8677,92.7964,93.5639,94.9959,94.8175,92.9302,94.6378,96.4832,96.6982,95.5597,94.1944,94.2900,95.5854,96.7102,93.4162,95.7815,93.3641,94.8934,97.1881,95.5392,95.6767,93.9057,95.0013,95.6439,84.4248,71.9304,60.3930,50.2254,40.4217,29.4311,31.9631,30.9191,30.9878,31.5262,30.3713,29.1466,28.8630,29.0283,30.8862,30.8317,29.2570,28.4692,30.3737,29.8677,27.7591,29.2336,28.6729,31.7507,31.8109
3/12/2025,29.7258,28.9361,28.1973,27.8890,28.4924,30.1805,29.9683,28.3536,31.4225,28.0476,29.8639,31.8683,28.5348,30.3245,31.0168,28.9574,29.2712,29.3268,32.2025,29.4444,29.3913,30.2168,28.3967,38.9856,52.6622,62.8480,71.6455,85.9107,94.5473,96.2796,94.5734,94.9408,95.1540,96.5783,93.5298,96.2914,93.0777,93.4385,96.5195,94.3127,95.1789,95.3829,95.5204,93.8178,93.5359,94.9172,93.9273,94.7163,93.4267,93.1559,94.4043,92.8910,96.3616,93.6409,96.7545,94.0589,93.6613,94.4634,94.7506,94.2046,92.8633,94.4776,97.0477,93.3225,93.5197,96.2532,97.2454,96.3547,94.5280,93.6612,97.1511,85.2685,75.3242,63.9602,52.2130,41.6732,29.3267,31.0657,29.0792,30.0715,29.4645,28.3743,31.2774,31.9091,27.8666,30.1316,30.4604,31.3662,31.2239,30.8914,28.0585,31.8318,27.9782,28.5516,30.4947,31.0663
3/13/2025,32.1790,28.1044,32.1487,29.2110,27.8951,28.9452,27.9644,29.4298,30.0921,28.8760,30.3039,27.7639,29.5719,29.5922,31.1457,31.3501,29.6070,29.1691,29.3902,29.8448,31.2858,29.7947,28.8805,40.7186,53.5133,63.1947,71.6069,84.9138,93.0530,95.3979,94.6449,93.1712,94.4309,94.2523,96.9494,96.6855,93.1737,95.2224,95.1087,94.8543,94.4774,96.1525,94.0931,94.1571,93.2992,93.1437,93.6710,93.3577,95.0894,94.4551,94.1846,96.0426,94.1578,96.9351,95.6093,94.2746,96.7480,93.1338,93.4629,96.3458,96.7949,93.7924,96.8356,93.9780,93.8415,95.7319,97.2114,96.0746,93.2935,96.8133,93.7338,85.8941,71.2894,62.5866,51.4573,41.0465,28.3829,30.8677,31.6449,29.0348,30.1082,30.4558,30.7839,29.2007,30.4456,31.1372,31.8510,30.5113,28.0824,29.3626,31.3999,29.6508,31.5252,28.0349,29.4219,29.8234
3/14/2025,30.7423,30.8285,29.1111,29.5858,31.4021,29.0876,28.5708,27.9633,27.9531,29.0541,31.5460,30.7332,29.8572,28.4784,29.0756,29.0026,29.9906,31.3847,29.2782,27.7964,31.9514,31.0259,30.3443,42.5306,52.9336,61.9271,74.6356,84.9255,96.4059,96.1722,94.1037,95.3497,94.0137,96.4352,93.2077,92.9961,94.0707,94.9979,93.4346,95.0283,96.5823,92.8875,95.3800,94.8399,93.6049,96.6804,94.5352,93.2104,97.1405,96.5669,93.0668,92.7555,95.4669,93.0019,96.7694,97.2352,93.4115,94.1553,93.4175,93.3812,93.3708,96.6850,95.8081,95.5219,94.5784,94.4510,96.5912,96.7198,96.7308,97.0788,95.9897,82.1669,72.1780,62.8959,52.6106,40.7474,29.8548,29.7042,32.1489,30.7209,29.2179,31.6698,31.6648,29.5490,30.4291,29.0155,31.9638,30.0108,31.9715,28.2628,28.5083,31.4989,31.3179,27.8866,31.4148,29.0733
3/15/2025,30.9645,28.2064,30.0327,30.8782,30.8777,29.3759,32.1501,30.1551,29.2740,28.7813,28.6868,31.4837,31.3585,31.7561,29.6533,31.4480,28.2770,31.0505,28.2281,28.5054,29.8816,29.1939,31.1956,31.0354,31.5052,32.3038,29.8202,31.1797,29.4597,30.2378,32.2680,32.1247,34.7422,32.7024,34.6738,32.7586,33.4454,32.6784,34.2976,34.2401,36.0284,36.9137,35.4243,37.2363,36.8352,38.0771,39.8957,39.5956,41.4785,39.8064,40.0895,39.0121,40.4757,40.2059,40.3883,39.7058,37.2735,41.3213,36.6793,38.2833,38.4522,35.3862,38.1804,38.4501,35.5565,33.9830,33.3296,34.9909,33.0089,33.9523,33.8350,33.9502,30.6613,33.4610,33.3113,29.3608,30.1704,31.8504,31.1099,29.1490,30.5078,31.0767,32.0625,30.6282,29.1221,30.4349,29.6865,30.9156,31.1778,28.5503,28.9667,27.9032,31.9200,30.2979,31.1807,30.4956
3/16/2025,28.2963,31.8932,31.9019,30.7761,27.7645,31.7062,31.7918,31.8150,31.4259,31.3612,28.7102,30.1503,31.4422,31.0584,29.6015,28.6898,30.8127,30.0208,28.3332,28.4947,28.9137,30.6971,31.3152,31.9076,29.4135,32.9241,30.3374,30.8885,29.6447,33.8315,31.5112,30.3026,32.6201,32.6843,34.6911,33.1630,33.4528,32.3804,35.7059,35.7274,37.4332,36.7882,37.4469,36.6416,36.9946,39.1195,39.8505,37.7103,37.7045,40.8241,40.1667,40.8901,39.7824,39.0052,38.1513,41.4870,39.1068,40.4935,39.4352,37.0713,36.4126,36.3393,38.2661,35.5421,36.6041,34.7530,34.4266,36.2636,35.3709,34.5697,33.0251,32.9806,32.8245,29.9309,31.2008,31.0464,29.4184,31.3747,31.2896,29.5894,32.6354,28.6793,31.9130,30.6959,28.2663,31.5592,32.3003,29.4072,32.0668,29.2254,28.6070,30.9018,31.1177,29.1698,29.9524,31.1758
3/17/2025,30.6749,30.6998,29.8532,30.8838,29.1515,32.0700,29.5207,31.6945,28.8275,29.6595,30.5931,30.6769,28.8713,29.7817,30.9058,28.1854,28.8950,30.8766,30.1212,31.7557,29.8633,31.3728,31.7450,40.0136,52.9265,61.3054,72.5128,82.3647,95.8849,95.6180,94.8726,92.9424,96.5105,93.6213,97.0408,94.1536,93.0292,96.8542,96.1691,96.1040,97.2169,94.4421,94.2497,95.5126,92.9734,96.2679,94.0653,94.3545,93.8760,92.7974,96.7785,94.5932,93.7649,95.8419,96.6610,96.4193,94.9559,92.8093,94.6484,96.0432,95.4218,94.6376,94.8396,94.9843,97.1655,93.3080,94.1915,96.7512,95.3898,95.5847,96.4139,85.4376,75.0732,62.6652,53.5105,38.6454,28.2261,28.1869,29.7387,28.4510,29.3278,30.6189,30.2732,28.0382,32.0115,29.3747,30.8595,31.8047,31.1832,32.1173,31.7613,30.8287,31.6876,31.6783,30.0973,29.5933
3/18/2025,29.1020,32.0691,29.7366,32.0420,31.5325,29.6514,29.5042,31.4978,28.1958,30.9262,29.3068,30.8132,32.0114,28.4933,31.4812,31.0503,29.8304,28.6157,27.7602,31.3948,30.5076,30.1537,31.4439,41.1197,50.8620,63.4242,74.3113,85.0081,95.7286,94.1454,94.7130,93.1442,96.4194,95.8286,93.9721,93.9772,92.7769,94.5752,97.1941,93.3968,94.4773,96.2968,97.2023,94.2631,93.2583,93.8561,95.8931,95.7201,96.3266,95.4739,96.9586,95.9548,94.1833,96.1125,94.5525,95.8224,93.7278,95.8224,96.5909,93.8638,97.1552,93.1477,96.2034,94.7244,96.5478,95.4227,95.3202,96.3520,93.7140,93.0467,92.7882,83.1654,71.1335,61.7436,53.7214,39.4082,32.1537,27.7993,30.1908,31.4401,31.0207,28.2461,28.6132,31.9851,28.2748,28.4355,28.2366,31.6571,27.8306,31.5457,28.4015,30.4882,27.8222,31.7682,30.8691,29.7055
3/19/2025,29.7715,31.7023,29.5996,31.4257,27.9872,29.7392,28.0779,31.4273,30.2611,31.5527,31.8551,30.5137,29.5398,28.2764,31.0668,28.3244,28.5622,29.1507,30.5557,28.0400,32.1142,32.2418,31.1424,42.8709,52.4589,63.4811,72.8232,85.3353,93.3265,95.7256,95.7733,95.0504,94.5874,96.9394,94.1233,94.5960,95.3588,94.7070,94.6542,93.7586,95.5623,93.5221,95.0018,94.1707,93.4654,96.5303,94.1241,95.5946,96.9624,95.5566,93.0163,95.5606,96.1441,96.3818,92.9143,93.6375,95.9386,96.7261,95.1504,93.8723,94.2239,94.3442,94.3186,95.0384,94.6902,96.5635,93.5525,92.9443,95.5717,95.5987,93.2685,82.7626,74.2602,63.5237,51.1551,40.9582,30.6095,29.7746,29.8068,29.5071,31.0328,28.9985,32.1589,28.0685,30.9812,30.9853,30.2556,30.1941,28.5695,32.0138,31.8453,30.1567,29.0583,31.2354,29.8495,30.1752
3/20/2025,31.6484,28.5028,28.8677,29.5771,27.9351,31.6402,30.6919,27.7608,31.7271,30.4339,28.1436,27.9725,31.1977,28.5126,31.4297,27.9723,28.4519,32.0545,28.1377,29.4066,31.7291,28.9032,28.6096,39.9242,50.2146,60.3794,72.7480,85.9267,97.2148,94.3933,97.0149,93.7153,94.3952,94.7091,96.3424,97.1465,94.1025,97.0049,94.3552,94.3719,95.3866,96.1333,93.4425,95.0237,94.6211,93.7786,95.0760,97.0924,94.0393,96.9510,92.8634,95.0058,95.7906,94.8488,95.1363,93.5187,94.8064,96.0833,95.1617,96.8696,97.1540,92.9035,95.6151,94.2727,93.4056,96.0997,93.1068,93.8046,93.9422,92.8165,92.7840,85.5763,73.5121,63.0913,53.6923,40.4737,28.4219,30.0309,31.4340,29.3631,30.0082,27.8954,30.6698,28.5878,29.0051,30.9630,29.4578,31.6111,32.0285,29.8794,27.9031,27.7844,30.7237,32.0126,30.8617,31.7600
3/21/2025,30.8416,28.1685,29.6218,30.7091,30.1892,31.2288,30.8638,29.0585,30.9557,28.2992,31.1993,31.5505,28.9918,28.7030,31.4157,28.0777,28.9246,29.4668,31.7508,28.0443,29.3772,29.6440,29.7506,39.4201,49.8577,61.5083,75.3566,83.9757,95.6067,96.3574,93.8729,93.6896,93.7050,93.2750,96.5011,92.9125,95.3990,95.4172,95.9192,95.2083,93.1164,96.1308,93.7864,94.1985,95.3659,93.9337,96.1446,94.5926,94.4090,94.1481,94.2660,95.2410,93.4051,93.0937,94.8705,95.2500,96.6117,96.3796,97.2076,94.0930,93.1025,96.4507,94.1954,93.1760,93.6000,95.3711,93.9830,96.1242,95.8006,94.6575,93.3575,83.1879,74.7243,83.7382,51.1601,42.9538,28.1895,30.3646,30.6426,31.4594,30.9349,31.6269,31.0504,31.6781,29.0680,31.2216,30.5894,31.3837,28.0633,29.3425,28.0490,30.1775,28.1791,27.9570,29.5610,29.2625
3/22/2025,30.0470,32.0918,28.0550,30.4912,30.7263,28.8908,31.9163,29.8458,31.4744,31.0010,30.1596,30.8679,30.8313,30.4651,28.6359,32.2785,28.8742,28.4440,31.5433,30.1580,32.5109,31.1633,31.5824,28.4944,29.5183,29.2777,32.7157,33.3873,32.0981,31.8828,32.3657,33.3934,30.2829,34.7866,32.6663,33.6852,35.4861,33.6797,33.7935,35.3636,36.7412,37.7522,36.3761,36.2622,36.0832,39.5188,40.4660,39.3801,41.5848,38.5948,38.2701,40.3390,40.8924,40.4208,39.5050,40.1848,39.7778,41.1966,39.4974,39.3313,39.3300,38.2298,35.7387,35.8958,33.8726,33.8688,36.8902,33.9318,32.2221,33.4108,34.5378,32.4449,32.7139,33.4531,33.7407,30.8805,30.4913,30.9024,30.3255,28.7158,32.0475,31.3160,31.3825,30.8210,31.9894,30.3451,29.1696,30.1744,31.8337,28.4416,28.7859,28.3991,28.8153,31.5073,30.9818,28.2221
3/23/2025,28.1960,30.9534,29.4445,29.0538,32.1657,30.4495,28.9440,30.1260,31.5126,29.3071,29.3288,31.3027,30.5049,29.5396,30.3777,29.3970,30.3271,29.1787,31.7922,30.7557,28.3831,30.4121,31.9547,29.0366,31.0909,30.3518,32.3252,31.8513,31.1611,30.4098,33.8526,33.7241,32.8764,30.7522,31.3924,31.6723,35.9902,33.0400,37.2535,36.5639,37.2356,37.8221,36.2584,36.0327,38.1468,38.0189,37.1679,41.1571,39.9394,39.9627,40.7988,37.8107,38.4280,41.2683,38.9415,41.9374,38.8475,40.4104,37.1495,39.8620,39.7429,37.2840,37.0889,38.1073,36.9748,36.7333,33.2151,35.4029,31.8962,31.8376,32.8506,31.0200,30.7943,32.8755,33.5025,31.4888,31.6526,31.3804,30.9248,31.1312,31.0758,30.4737,31.8813,28.3083,29.9652,30.2488,31.0903,28.9867,27.9310,31.0053,32.0891,28.0337,28.7493,31.6535,32.1715,28.0349
3/24/2025,27.9859,32.0356,29.7064,29.1207,31.4289,28.6882,29.9022,29.7062,31.4222,29.2119,30.5573,28.5582,28.2003,27.7637,29.2595,32.0933,27.9568,29.3631,29.5972,28.8509,28.6654,28.8862,32.1252,40.4143,51.1723,60.4199,75.4713,85.4856,93.5795,95.5445,94.4473,96.9758,96.3842,93.0024,94.2567,94.4313,93.5107,94.3336,93.7973,95.7127,93.7140,95.8462,94.0572,95.8903,95.8250,94.5866,93.4222,93.7344,95.6557,93.9901,96.9466,95.1677,94.7445,93.6492,94.4631,96.6143,93.3723,95.8509,96.1988,96.6635,96.4046,96.3742,92.9426,94.4112,93.0581,94.9910,92.9376,95.0529,96.6933,95.1582,95.1571,82.3024,73.4237,62.3816,52.9898,42.5779,30.0498,28.4978,28.9768,31.4791,30.4227,29.0797,30.0476,28.5981,30.1163,27.8666,29.8806,27.9929,48.7602,30.2049,29.0758,28.1185,29.8656,28.6843,31.5766,29.1325
3/25/2025,27.8178,29.1450,30.6108,30.7709,31.7514,27.7716,28.3410,29.8010,28.4579,30.4842,29.9179,28.6451,32.1333,31.5550,30.2100,28.7352,31.3176,31.3244,28.9966,31.8182,32.0543,30.0492,29.8555,40.5265,53.6894,60.3945,73.9521,86.1642,94.4868,95.6504,97.2048,93.0079,93.2828,96.2884,95.0546,96.4422,97.2164,96.8728,96.8339,93.3384,93.7341,95.9563,96.3368,95.1310,95.6643,94.1130,95.9844,94.6296,94.3096,96.0042,96.1443,95.5001,95.8802,96.5660,95.8935,93.5890,95.4221,95.7718,93.6948,94.5245,95.8815,92.8169,95.9810,95.3520,94.7828,94.4671,95.9138,96.6543,94.8673,94.9042,94.2250,84.5302,71.4062,61.4231,52.3556,42.6483,28.3562,30.8673,31.1333,28.9701,28.9143,30.6885,32.2005,29.8960,29.0275,29.1794,30.8334,28.1903,31.2666,32.1492,29.8743,31.9601,30.5783,27.8891,28.1546,28.8459
3/26/2025,30.8408,31.2347,29.4466,28.7096,27.9538,31.6925,31.2894,29.2122,30.5996,27.8732,31.4954,29.2910,29.7638,27.8122,31.6449,29.4531,30.2371,28.6063,29.9789,28.8246,29.8163,29.2286,29.2480,41.6149,50.9648,60.4981,72.6093,82.8978,93.0183,94.7112,95.7763,95.0717,94.3972,93.8124,95.1645,95.7813,96.9519,94.6204,97.0513,93.0404,94.7332,96.1319,93.9727,93.1847,95.1434,96.8537,93.5615,96.6152,97.2473,95.8147,95.7199,93.9254,96.0316,96.1009,95.1461,94.9258,94.5330,93.6068,93.5776,97.1036,95.1103,94.9028,95.1696,95.8997,96.1727,94.6224,94.7632,94.1470,95.0433,94.6005,94.3203,82.1437,71.4938,63.5098,49.5350,41.4883,30.9570,29.2968,32.2053,30.4338,30.2246,29.5507,29.0652,30.5968,29.6634,31.9452,29.7164,29.6837,29.4783,28.6886,29.2015,28.0188,31.8334,31.4331,30.4074,30.8357
3/27/2025,28.8468,30.2710,31.6275,28.7804,28.5899,31.9406,29.1734,31.8928,29.7680,31.1349,32.1572,28.5673,30.3989,31.5539,31.7322,31.6785,31.2396,28.5477,28.8247,31.3368,31.6956,30.9095,27.7774,38.7401,53.0439,62.7915,75.0474,84.6745,94.7733,94.3258,96.3934,95.4933,95.5016,95.9897,92.8458,97.1115,96.4083,94.9732,96.1653,95.2131,94.6411,93.8140,96.4921,93.7850,95.8825,96.0204,94.3698,95.2986,93.2185,95.7981,93.8363,95.3891,95.5965,97.2351,95.4289,93.5896,96.7918,96.6869,95.9505,94.4317,93.6473,95.2994,93.8957,94.7038,94.8637,94.4487,93.9589,95.0032,95.3901,95.1601,92.8774,84.9404,73.4572,60.3744,50.6340,41.6776,29.2011,29.8724,29.5154,30.8478,31.2655,29.8364,31.1312,30.2129,29.9930,30.1771,30.9476,28.8972,29.2617,29.3823,30.1370,30.9154,27.9546,31.2616,29.1761,31.0961
3/28/2025,30.8897,27.9014,29.5902,28.4690,30.1782,29.6774,30.9408,30.0925,29.7011,29.7200,31.1020,28.1664,31.6527,27.8805,29.3878,28.1598,31.9093,30.8885,31.0275,30.7104,29.1597,31.7018,31.7785,40.7430,50.5503,61.3362,74.5106,85.3391,93.7551,97.0525,93.7801,93.0657,94.5996,94.5548,93.8644,95.9709,94.0850,94.8312,95.6792,94.0835,94.3574,95.5382,94.3107,93.2989,92.8200,92.8070,97.2041,94.3246,93.9847,94.1526,93.0333,92.8166,93.7055,93.9742,96.8449,93.2837,94.8679,95.5179,94.3625,95.9307,95.7484,94.7482,95.9470,93.9704,95.2653,93.2520,93.2169,94.4813,96.1430,94.4015,94.0099,84.1406,74.7453,63.3322,49.7332,40.4120,31.2313,28.4546,31.9706,28.4352,31.8966,29.3445,28.3763,29.0446,27.8217,28.4799,29.0829,31.3930,28.5989,29.4794,31.7825,29.7788,29.7768,30.2884,28.3579,29.0565
3/29/2025,31.9625,28.9182,31.3527,28.3181,31.1104,31.4490,30.6185,30.2303,27.9903,30.5305,28.0743,27.8104,29.4946,29.4599,27.9582,31.1746,31.5253,28.9896,29.0138,31.1058,31.6187,28.9093,30.1877,32.5518,32.3872,30.9373,31.7044,29.4700,33.2155,32.7788,34.0301,31.9622,33.3121,31.1405,35.3616,32.8097,32.8760,34.6578,34.0767,36.2938,35.5263,37.8862,38.2708,36.4523,39.4718,39.2942,37.9758,39.7030,38.0445,41.8524,38.6277,40.8262,40.1435,38.5459,39.7820,39.6554,41.5447,39.9179,37.8238,36.5792,36.6271,36.8478,36.3125,34.4746,35.6638,36.5966,33.9690,35.9725,32.1480,34.4686,31.7056,32.4331,33.8743,33.7863,33.4159,31.5754,33.4042,29.5585,31.3544,30.1459,30.0099,31.4442,31.3663,29.3970,31.2470,29.2278,31.8631,29.4423,28.4591,31.9928,32.0283,31.9969,28.2226,30.4877,30.5439,31.3920
3/30/2025,30.3872,31.4571,28.6058,29.9686,28.3764,31.6539,31.2584,31.9760,29.4957,28.4840,28.8106,29.8944,29.9000,31.0386,30.1907,32.1893,31.5456,30.3459,30.5143,29.4700,28.6175,31.3776,28.3862,29.6447,30.6311,30.4515,30.2894,28.9251,31.0189,31.0680,32.6417,34.1322,33.2025,32.8000,31.2165,32.0636,36.0627,33.4394,35.4752,37.7407,33.9474,35.7410,34.9802,38.5933,38.6784,36.8066,37.3323,41.1113,38.5812,38.5515,39.3527,40.8830,38.0726,37.8919,38.0968,41.4193,37.5388,39.0187,40.2330,37.8576,39.3978,36.7115,37.6294,37.0842,38.3029,36.9966,35.3313,35.5842,33.7899,32.2446,33.2893,31.9370,33.5017,32.4079,30.0956,32.0541,32.9246,33.3150,30.7592,32.7362,29.2501,32.7269,30.4784,30.0324,28.6270,29.7690,32.2180,31.2125,31.1613,29.7043,30.1966,29.3205,28.0318,27.8148,31.5427,30.7895
3/31/2025,30.5286,29.9019,31.4097,30.3142,28.7735,31.1793,31.5497,31.4683,31.3590,32.1984,27.9159,29.2025,28.5633,30.8704,29.4059,28.2745,27.8591,29.9673,29.0088,28.1866,30.7956,30.4765,31.7412,40.2177,49.9176,62.8337,75.2469,82.6230,94.2330,93.3689,93.1948,96.7834,92.9637,94.6348,93.3994,94.8179,93.9566,95.0078,96.8280,92.9174,96.3109,96.3908,96.2679,95.7469,92.9733,95.6724,93.4640,96.7055,94.1540,96.7575,93.4302,94.0764,95.5091,96.6149,94.4292,94.4220,93.0257,93.5766,96.3215,94.1853,95.1227,93.9199,96.8297,93.4437,94.8791,94.0217,93.5104,94.2801,96.8945,95.4681,96.9072,82.6481,74.3977,63.2980,51.7775,39.7521,28.6574,32.1034,28.1134,28.6059,31.2138,29.3593,29.5267,31.0850,30.0010,28.4319,31.4762,29.7155,29.7632,31.5005,29.4154,28.6360,31.7949,30.3652,30.5425,29.9877
4/1/2025,28.1543,30.7203,28.5330,30.4354,30.0395,32.0043,31.4240,27.8782,32.0014,28.8127,28.7075,28.4195,30.9987,29.8341,29.6191,30.0554,31.8844,28.7553,29.8711,28.5735,29.3166,30.8158,30.6253,40.5882,50.2527,61.7184,71.8711,84.2519,93.2613,96.5845,97.0583,95.6610,95.9727,95.2831,94.2470,96.4938,95.1148,96.4115,97.1872,93.9741,96.4610,95.3036,92.8660,96.0238,97.0200,94.9769,96.0891,94.7627,96.6627,97.0740,94.7567,92.8805,94.0647,93.6799,95.6067,94.6863,96.9543,94.1255,96.3914,93.2319,96.7308,95.5627,94.6676,94.4260,95.9521,97.2428,93.5636,97.0842,94.7011,94.3231,96.3417,82.9618,75.5670,60.6891,51.0087,40.7142,31.8464,32.2235,30.8903,27.9225,30.3488,30.2255,32.0079,29.5880,30.1685,31.1341,30.7463,29.6392,28.1540,32.1760,31.0028,27.7680,30.3730,30.7743,27.9275,29.1840
4/2/2025,31.1829,31.7782,30.5255,31.8169,31.4966,30.6947,28.4475,30.6935,29.1524,28.7176,29.6927,29.6636,29.8151,31.4650,29.9303,31.4902,29.5963,31.6402,28.7282,29.6031,29.2805,28.0728,31.2150,39.8148,51.1579,64.1857,71.5999,85.5660,94.9981,95.8928,96.7000,96.5385,93.0497,97.1719,95.2898,94.1501,94.7586,94.0002,96.0168,94.3546,95.6141,95.0695,93.2498,95.4591,95.9247,94.2397,94.6936,93.7260,94.4290,96.4599,96.1296,97.2289,95.8637,97.0158,93.6560,95.9512,96.3559,93.8640,95.2412,97.1770,97.0268,96.9552,95.9326,96.8007,93.2362,96.4145,95.7647,93.6200,95.1644,96.4946,94.4824,86.2788,71.7463,63.0395,53.6492,40.2375,30.8846,30.4700,31.2074,30.7427,30.5474,27.9478,28.1671,29.6697,27.9450,31.7059,30.2924,32.1437,29.8484,28.5118,30.4410,29.8605,31.7073,28.4037,29.8011,31.6720
4/3/2025,28.5400,30.3829,32.0388,29.3332,29.4501,30.0485,28.8284,30.5438,28.7392,30.1933,30.4028,30.4442,29.4442,30.8990,31.1415,30.9765,29.3086,30.5599,31.9437,28.9453,28.0849,28.5281,29.8209,42.3144,53.3721,61.7661,71.7723,82.4192,95.6735,94.0519,92.9855,93.2866,92.8369,97.0656,93.5893,93.8289,95.5723,93.3512,96.4061,92.7713,93.5515,94.8714,94.0516,97.2223,93.5630,94.8511,96.0797,96.9707,92.9583,93.0422,96.7684,94.3083,94.4453,94.3833,94.2978,96.0856,95.5287,93.8008,96.6627,96.9323,96.0191,95.4972,94.2637,94.5382,96.2369,96.9955,95.7083,95.1533,95.1295,97.0843,94.8603,84.9064,75.1750,63.6150,53.6138,39.4568,32.1120,28.6128,30.3318,28.9897,30.5648,31.5901,28.9619,30.7720,28.8774,27.9426,28.7964,28.1817,28.2083,32.2029,27.9759,31.1812,31.6936,30.6026,29.3520,30.2768
4/4/2025,28.9342,29.0397,31.2785,28.4218,28.7922,31.4182,29.4757,28.7525,32.0828,28.9471,28.9868,28.7422,28.8718,31.2656,30.0935,29.1627,29.5454,28.2373,31.7179,28.8483,31.2913,27.8105,31.4639,40.0617,52.0186,62.2551,74.2361,84.8286,96.7345,95.0759,96.7581,96.1101,93.3712,96.7662,95.9644,92.8459,94.7807,92.8324,94.5164,95.4287,95.5132,93.8772,96.9825,97.2499,93.7398,94.0968,94.3797,96.5248,93.9249,94.4991,94.8376,93.5763,93.2724,96.5145,95.9763,94.1311,95.0301,96.9740,94.8215,93.6568,95.6746,93.7668,93.0981,96.3001,97.1640,94.3349,92.8418,95.6743,96.6209,93.3606,93.2853,85.6489,75.2898,61.2399,50.7120,39.1046,31.3528,31.6541,31.2862,30.4366,29.3060,29.1855,30.4790,31.3685,32.0057,27.7911,30.6281,31.2750,30.5979,28.9118,29.4261,30.2648,32.1434,29.5075,28.0175,28.5148
4/5/2025,31.1328,29.1445,28.4800,28.8454,30.6427,28.2629,30.4179,28.3217,31.4967,30.5716,31.4124,30.2619,30.4033,27.9715,29.6496,29.8504,28.3584,29.0398,28.8899,31.3966,31.1643,29.2432,32.6407,32.1921,29.1235,30.5093,31.2484,30.8662,33.2229,33.2262,30.9101,34.1883,34.1098,34.8677,31.3397,31.7299,35.3858,32.3923,34.5174,36.1193,37.0540,34.6643,36.4771,37.9475,36.8044,39.0173,36.9666,39.5367,37.8139,39.1249,38.5783,42.2113,39.6236,40.3355,41.4329,41.0809,38.0980,37.3067,39.4333,37.1176,37.4392,38.7758,38.2660,36.7257,36.0605,37.4538,34.7236,33.0815,34.7611,32.6470,31.2456,33.8717,31.7591,32.7138,31.7474,29.8355,31.3369,33.2074,31.1917,32.5103,31.5434,30.9770,28.5152,31.2551,29.9796,32.1086,29.5253,28.5305,29.8541,30.8800,29.3738,29.9197,28.6899,31.0339,32.0953,30.3360
4/6/2025,28.1528,29.8786,30.1144,30.9532,31.1867,28.1889,30.4100,28.4327,28.9285,30.5706,31.4419,30.5078,30.1180,29.5737,31.4398,28.3132,29.8013,28.1383,31.4408,31.0387,28.8018,31.2758,29.8005,28.3652,32.4593,29.5229,29.0560,31.2215,30.6617,33.8055,31.6548,30.3935,32.2909,34.4757,33.7058,33.6579,35.4511,34.6116,33.7162,35.1521,37.3421,35.0651,38.3160,36.8281,38.4110,38.1667,38.1671,41.1664,40.5712,40.4615,41.8376,38.4998,37.7699,40.2487,41.9969,40.2922,39.8198,37.3919,39.7710,38.9381,40.0182,36.3553,37.6802,35.8006,38.2419,36.0954,33.3985,35.1341,33.8318,32.4993,33.5185,34.9002,31.4491,31.9709,34.0661,29.4166,32.7786,33.0597,32.6682,28.8780,30.7597,31.9182,28.3642,30.6549,30.8675,29.7743,32.0554,28.9865,28.2460,31.7289,29.4288,31.5776,29.6396,31.0627,30.9134,28.7780
