Green Button Download My Data
Retail Customer,SAMPLE CUSTOMER

TYPE,DATE,START TIME,END TIME,USAGE,UNITS,COST,NOTES
Electric usage,4/15/2025,7:00,7:59,381.73,kWh,$0.00,
Electric usage,4/15/2025,8:00,8:59,375.49,kWh,$0.00,
Electric usage,4/15/2025,9:00,9:59,384.86,kWh,$0.00,
Electric usage,4/15/2025,10:00,10:59,376.34,kWh,$0.00,
Electric usage,4/15/2025,11:00,11:59,381.41,kWh,$0.00,
Electric usage,4/15/2025,12:00,12:59,379.12,kWh,$0.00,
Electric usage,4/15/2025,13:00,13:59,378.26,kWh,$0.00,
Electric usage,4/15/2025,14:00,14:59,374.88,kWh,$0.00,
Electric usage,4/15/2025,15:00,15:59,384.96,kWh,$0.00,
Electric usage,4/15/2025,16:00,16:59,379.59,kWh,$0.00,
Electric usage,4/15/2025,17:00,17:59,368.43,kWh,$0.00,
Electric usage,4/15/2025,18:00,18:59,228.60,kWh,$0.00,
Electric usage,4/15/2025,19:00,19:59,125.34,kWh,$0.00,
Electric usage,4/15/2025,20:00,20:59,116.43,kWh,$0.00,
Electric usage,4/15/2025,21:00,21:59,123.81,kWh,$0.00,
Electric usage,4/15/2025,22:00,22:59,118.38,kWh,$0.00,
Electric usage,4/15/2025,23:00,23:59,122.48,kWh,$0.00,
Electric usage,4/16/2025,0:00,0:59,120.49,kWh,$0.00,
Electric usage,4/16/2025,1:00,1:59,117.40,kWh,$0.00,
Electric usage,4/16/2025,2:00,2:59,117.53,kWh,$0.00,
Electric usage,4/16/2025,3:00,3:59,121.34,kWh,$0.00,
Electric usage,4/16/2025,4:00,4:59,117.39,kWh,$0.00,
Electric usage,4/16/2025,5:00,5:59,131.39,kWh,$0.00,
Electric usage,4/16/2025,6:00,6:59,267.42,kWh,$0.00,
Electric usage,4/16/2025,7:00,7:59,382.76,kWh,$0.00,
Electric usage,4/16/2025,8:00,8:59,385.21,kWh,$0.00,
Electric usage,4/16/2025,9:00,9:59,379.79,kWh,$0.00,
Electric usage,4/16/2025,10:00,10:59,383.24,kWh,$0.00,
Electric usage,4/16/2025,11:00,11:59,380.49,kWh,$0.00,
Electric usage,4/16/2025,12:00,12:59,383.15,kWh,$0.00,
Electric usage,4/16/2025,13:00,13:59,380.32,kWh,$0.00,
Electric usage,4/16/2025,14:00,14:59,381.09,kWh,$0.00,
Electric usage,4/16/2025,15:00,15:59,382.38,kWh,$0.00,
Electric usage,4/16/2025,16:00,16:59,380.14,kWh,$0.00,
Electric usage,4/16/2025,17:00,17:59,374.57,kWh,$0.00,
Electric usage,4/16/2025,18:00,18:59,228.85,kWh,$0.00,
Electric usage,4/16/2025,19:00,19:59,119.09,kWh,$0.00,
Electric usage,4/16/2025,20:00,20:59,123.02,kWh,$0.00,
Electric usage,4/16/2025,21:00,21:59,124.66,kWh,$0.00,
Electric usage,4/16/2025,22:00,22:59,123.32,kWh,$0.00,
Electric usage,4/16/2025,23:00,23:59,119.26,kWh,$0.00,
Electric usage,4/17/2025,0:00,0:59,122.06,kWh,$0.00,
Electric usage,4/17/2025,1:00,1:59,120.59,kWh,$0.00,
Electric usage,4/17/2025,2:00,2:59,124.41,kWh,$0.00,
Electric usage,4/17/2025,3:00,3:59,119.10,kWh,$0.00,
Electric usage,4/17/2025,4:00,4:59,117.01,kWh,$0.00,
Electric usage,4/17/2025,5:00,5:59,128.49,kWh,$0.00,
Electric usage,4/17/2025,6:00,6:59,274.78,kWh,$0.00,
Electric usage,4/17/2025,7:00,7:59,381.93,kWh,$0.00,
Electric usage,4/17/2025,8:00,8:59,380.76,kWh,$0.00,
Electric usage,4/17/2025,9:00,9:59,381.63,kWh,$0.00,
Electric usage,4/17/2025,10:00,10:59,376.29,kWh,$0.00,
Electric usage,4/17/2025,11:00,11:59,382.68,kWh,$0.00,
Electric usage,4/17/2025,12:00,12:59,378.01,kWh,$0.00,
Electric usage,4/17/2025,13:00,13:59,377.25,kWh,$0.00,
Electric usage,4/17/2025,14:00,14:59,383.67,kWh,$0.00,
Electric usage,4/17/2025,15:00,15:59,376.12,kWh,$0.00,
Electric usage,4/17/2025,16:00,16:59,383.46,kWh,$0.00,
Electric usage,4/17/2025,17:00,17:59,372.89,kWh,$0.00,
Electric usage,4/17/2025,18:00,18:59,227.12,kWh,$0.00,
Electric usage,4/17/2025,19:00,19:59,121.58,kWh,$0.00,
Electric usage,4/17/2025,20:00,20:59,122.09,kWh,$0.00,
Electric usage,4/17/2025,21:00,21:59,119.41,kWh,$0.00,
Electric usage,4/17/2025,22:00,22:59,124.79,kWh,$0.00,
Electric usage,4/17/2025,23:00,23:59,121.37,kWh,$0.00,
Electric usage,4/18/2025,0:00,0:59,118.48,kWh,$0.00,
Electric usage,4/18/2025,1:00,1:59,116.56,kWh,$0.00,
Electric usage,4/18/2025,2:00,2:59,118.56,kWh,$0.00,
Electric usage,4/18/2025,3:00,3:59,120.65,kWh,$0.00,
Electric usage,4/18/2025,4:00,4:59,124.91,kWh,$0.00,
Electric usage,4/18/2025,5:00,5:59,127.25,kWh,$0.00,
Electric usage,4/18/2025,6:00,6:59,274.20,kWh,$0.00,
Electric usage,4/18/2025,7:00,7:59,378.31,kWh,$0.00,
Electric usage,4/18/2025,8:00,8:59,380.74,kWh,$0.00,
Electric usage,4/18/2025,9:00,9:59,380.14,kWh,$0.00,
Electric usage,4/18/2025,10:00,10:59,378.51,kWh,$0.00,
Electric usage,4/18/2025,11:00,11:59,377.43,kWh,$0.00,
Electric usage,4/18/2025,12:00,12:59,383.16,kWh,$0.00,
Electric usage,4/18/2025,13:00,13:59,377.14,kWh,$0.00,
Electric usage,4/18/2025,14:00,14:59,375.22,kWh,$0.00,
Electric usage,4/18/2025,15:00,15:59,380.06,kWh,$0.00,
Electric usage,4/18/2025,16:00,16:59,382.38,kWh,$0.00,
Electric usage,4/18/2025,17:00,17:59,371.35,kWh,$0.00,
Electric usage,4/18/2025,18:00,18:59,227.86,kWh,$0.00,
Electric usage,4/18/2025,19:00,19:59,117.20,kWh,$0.00,
Electric usage,4/18/2025,20:00,20:59,121.08,kWh,$0.00,
Electric usage,4/18/2025,21:00,21:59,115.10,kWh,$0.00,
Electric usage,4/18/2025,22:00,22:59,122.42,kWh,$0.00,
Electric usage,4/18/2025,23:00,23:59,141.69,kWh,$0.00,
Electric usage,4/19/2025,0:00,0:59,121.25,kWh,$0.00,
Electric usage,4/19/2025,1:00,1:59,121.20,kWh,$0.00,
Electric usage,4/19/2025,2:00,2:59,121.01,kWh,$0.00,
Electric usage,4/19/2025,3:00,3:59,125.02,kWh,$0.00,
Electric usage,4/19/2025,4:00,4:59,122.78,kWh,$0.00,
Electric usage,4/19/2025,5:00,5:59,122.23,kWh,$0.00,
Electric usage,4/19/2025,6:00,6:59,121.50,kWh,$0.00,
Electric usage,4/19/2025,7:00,7:59,126.97,kWh,$0.00,
Electric usage,4/19/2025,8:00,8:59,131.05,kWh,$0.00,
Electric usage,4/19/2025,9:00,9:59,136.00,kWh,$0.00,
Electric usage,4/19/2025,10:00,10:59,147.85,kWh,$0.00,
Electric usage,4/19/2025,11:00,11:59,152.95,kWh,$0.00,
Electric usage,4/19/2025,12:00,12:59,160.83,kWh,$0.00,
Electric usage,4/19/2025,13:00,13:59,159.56,kWh,$0.00,
Electric usage,4/19/2025,14:00,14:59,155.71,kWh,$0.00,
Electric usage,4/19/2025,15:00,15:59,149.62,kWh,$0.00,
Electric usage,4/19/2025,16:00,16:59,138.26,kWh,$0.00,
Electric usage,4/19/2025,17:00,17:59,138.66,kWh,$0.00,
Electric usage,4/19/2025,18:00,18:59,126.05,kWh,$0.00,
Electric usage,4/19/2025,19:00,19:59,126.04,kWh,$0.00,
Electric usage,4/19/2025,20:00,20:59,126.13,kWh,$0.00,
Electric usage,4/19/2025,21:00,21:59,140.19,kWh,$0.00,
Electric usage,4/19/2025,22:00,22:59,119.12,kWh,$0.00,
Electric usage,4/19/2025,23:00,23:59,119.69,kWh,$0.00,
Electric usage,4/20/2025,0:00,0:59,121.67,kWh,$0.00,
Electric usage,4/20/2025,1:00,1:59,119.92,kWh,$0.00,
Electric usage,4/20/2025,2:00,2:59,120.21,kWh,$0.00,
Electric usage,4/20/2025,3:00,3:59,122.31,kWh,$0.00,
Electric usage,4/20/2025,4:00,4:59,122.49,kWh,$0.00,
Electric usage,4/20/2025,5:00,5:59,122.18,kWh,$0.00,
Electric usage,4/20/2025,6:00,6:59,125.98,kWh,$0.00,
Electric usage,4/20/2025,7:00,7:59,126.06,kWh,$0.00,
Electric usage,4/20/2025,8:00,8:59,131.51,kWh,$0.00,
Electric usage,4/20/2025,9:00,9:59,140.27,kWh,$0.00,
Electric usage,4/20/2025,10:00,10:59,147.80,kWh,$0.00,
Electric usage,4/20/2025,11:00,11:59,152.84,kWh,$0.00,
Electric usage,4/20/2025,12:00,12:59,158.56,kWh,$0.00,
Electric usage,4/20/2025,13:00,13:59,163.65,kWh,$0.00,
Electric usage,4/20/2025,14:00,14:59,159.91,kWh,$0.00,
Electric usage,4/20/2025,15:00,15:59,148.58,kWh,$0.00,
Electric usage,4/20/2025,16:00,16:59,138.06,kWh,$0.00,
Electric usage,4/20/2025,17:00,17:59,133.45,kWh,$0.00,
Electric usage,4/20/2025,18:00,18:59,127.35,kWh,$0.00,
Electric usage,4/20/2025,19:00,19:59,123.14,kWh,$0.00,
Electric usage,4/20/2025,20:00,20:59,122.88,kWh,$0.00,
Electric usage,4/20/2025,21:00,21:59,118.84,kWh,$0.00,
Electric usage,4/20/2025,22:00,22:59,121.83,kWh,$0.00,
Electric usage,4/20/2025,23:00,23:59,118.30,kWh,$0.00,
Electric usage,4/21/2025,0:00,0:59,121.77,kWh,$0.00,
Electric usage,4/21/2025,1:00,1:59,117.40,kWh,$0.00,
Electric usage,4/21/2025,2:00,2:59,120.47,kWh,$0.00,
Electric usage,4/21/2025,3:00,3:59,120.22,kWh,$0.00,
Electric usage,4/21/2025,4:00,4:59,119.48,kWh,$0.00,
Electric usage,4/21/2025,5:00,5:59,129.65,kWh,$0.00,
Electric usage,4/21/2025,6:00,6:59,273.49,kWh,$0.00,
Electric usage,4/21/2025,7:00,7:59,378.96,kWh,$0.00,
Electric usage,4/21/2025,8:00,8:59,377.97,kWh,$0.00,
Electric usage,4/21/2025,9:00,9:59,380.16,kWh,$0.00,
Electric usage,4/21/2025,10:00,10:59,377.11,kWh,$0.00,
Electric usage,4/21/2025,11:00,11:59,379.55,kWh,$0.00,
Electric usage,4/21/2025,12:00,12:59,380.16,kWh,$0.00,
Electric usage,4/21/2025,13:00,13:59,384.56,kWh,$0.00,
Electric usage,4/21/2025,14:00,14:59,382.42,kWh,$0.00,
Electric usage,4/21/2025,15:00,15:59,384.04,kWh,$0.00,
Electric usage,4/21/2025,16:00,16:59,380.19,kWh,$0.00,
Electric usage,4/21/2025,17:00,17:59,368.18,kWh,$0.00,
Electric usage,4/21/2025,18:00,18:59,233.57,kWh,$0.00,
Electric usage,4/21/2025,19:00,19:59,121.29,kWh,$0.00,
Electric usage,4/21/2025,20:00,20:59,119.71,kWh,$0.00,
Electric usage,4/21/2025,21:00,21:59,120.02,kWh,$0.00,
Electric usage,4/21/2025,22:00,22:59,122.28,kWh,$0.00,
Electric usage,4/21/2025,23:00,23:59,122.65,kWh,$0.00,
Electric usage,4/22/2025,0:00,0:59,122.73,kWh,$0.00,
Electric usage,4/22/2025,1:00,1:59,125.90,kWh,$0.00,
Electric usage,4/22/2025,2:00,2:59,118.28,kWh,$0.00,
Electric usage,4/22/2025,3:00,3:59,118.25,kWh,$0.00,
Electric usage,4/22/2025,4:00,4:59,122.29,kWh,$0.00,
Electric usage,4/22/2025,5:00,5:59,131.50,kWh,$0.00,
Electric usage,4/22/2025,6:00,6:59,264.21,kWh,$0.00,
Electric usage,4/22/2025,7:00,7:59,396.57,kWh,$0.00,
Electric usage,4/22/2025,8:00,8:59,380.89,kWh,$0.00,
Electric usage,4/22/2025,9:00,9:59,376.56,kWh,$0.00,
Electric usage,4/22/2025,10:00,10:59,376.34,kWh,$0.00,
Electric usage,4/22/2025,11:00,11:59,380.03,kWh,$0.00,
Electric usage,4/22/2025,12:00,12:59,379.55,kWh,$0.00,
Electric usage,4/22/2025,13:00,13:59,380.87,kWh,$0.00,
Electric usage,4/22/2025,14:00,14:59,378.84,kWh,$0.00,
Electric usage,4/22/2025,15:00,15:59,382.63,kWh,$0.00,
Electric usage,4/22/2025,16:00,16:59,377.59,kWh,$0.00,
Electric usage,4/22/2025,17:00,17:59,369.83,kWh,$0.00,
Electric usage,4/22/2025,18:00,18:59,232.40,kWh,$0.00,
Electric usage,4/22/2025,19:00,19:59,121.32,kWh,$0.00,
Electric usage,4/22/2025,20:00,20:59,118.97,kWh,$0.00,
Electric usage,4/22/2025,21:00,21:59,121.40,kWh,$0.00,
Electric usage,4/22/2025,22:00,22:59,124.35,kWh,$0.00,
Electric usage,4/22/2025,23:00,23:59,118.76,kWh,$0.00,
Electric usage,4/23/2025,0:00,0:59,123.25,kWh,$0.00,
Electric usage,4/23/2025,1:00,1:59,120.20,kWh,$0.00,
Electric usage,4/23/2025,2:00,2:59,119.08,kWh,$0.00,
Electric usage,4/23/2025,3:00,3:59,118.22,kWh,$0.00,
Electric usage,4/23/2025,4:00,4:59,122.49,kWh,$0.00,
Electric usage,4/23/2025,5:00,5:59,132.52,kWh,$0.00,
Electric usage,4/23/2025,6:00,6:59,266.70,kWh,$0.00,
Electric usage,4/23/2025,7:00,7:59,381.09,kWh,$0.00,
Electric usage,4/23/2025,8:00,8:59,376.90,kWh,$0.00,
Electric usage,4/23/2025,9:00,9:59,378.46,kWh,$0.00,
Electric usage,4/23/2025,10:00,10:59,377.43,kWh,$0.00,
Electric usage,4/23/2025,11:00,11:59,376.60,kWh,$0.00,
Electric usage,4/23/2025,12:00,12:59,378.35,kWh,$0.00,
Electric usage,4/23/2025,13:00,13:59,382.59,kWh,$0.00,
Electric usage,4/23/2025,14:00,14:59,384.04,kWh,$0.00,
Electric usage,4/23/2025,15:00,15:59,378.17,kWh,$0.00,
Electric usage,4/23/2025,16:00,16:59,383.34,kWh,$0.00,
Electric usage,4/23/2025,17:00,17:59,368.80,kWh,$0.00,
Electric usage,4/23/2025,18:00,18:59,229.68,kWh,$0.00,
Electric usage,4/23/2025,19:00,19:59,120.43,kWh,$0.00,
Electric usage,4/23/2025,20:00,20:59,119.00,kWh,$0.00,
Electric usage,4/23/2025,21:00,21:59,119.79,kWh,$0.00,
Electric usage,4/23/2025,22:00,22:59,121.91,kWh,$0.00,
Electric usage,4/23/2025,23:00,23:59,123.98,kWh,$0.00,
Electric usage,4/24/2025,0:00,0:59,123.67,kWh,$0.00,
Electric usage,4/24/2025,1:00,1:59,121.28,kWh,$0.00,
Electric usage,4/24/2025,2:00,2:59,120.07,kWh,$0.00,
Electric usage,4/24/2025,3:00,3:59,119.05,kWh,$0.00,
Electric usage,4/24/2025,4:00,4:59,122.46,kWh,$0.00,
Electric usage,4/24/2025,5:00,5:59,132.21,kWh,$0.00,
Electric usage,4/24/2025,6:00,6:59,269.57,kWh,$0.00,
Electric usage,4/24/2025,7:00,7:59,377.53,kWh,$0.00,
Electric usage,4/24/2025,8:00,8:59,375.22,kWh,$0.00,
Electric usage,4/24/2025,9:00,9:59,378.54,kWh,$0.00,
Electric usage,4/24/2025,10:00,10:59,384.96,kWh,$0.00,
Electric usage,4/24/2025,11:00,11:59,378.45,kWh,$0.00,
Electric usage,4/24/2025,12:00,12:59,383.22,kWh,$0.00,
Electric usage,4/24/2025,13:00,13:59,378.43,kWh,$0.00,
Electric usage,4/24/2025,14:00,14:59,378.36,kWh,$0.00,
Electric usage,4/24/2025,15:00,15:59,384.21,kWh,$0.00,
Electric usage,4/24/2025,16:00,16:59,379.75,kWh,$0.00,
Electric usage,4/24/2025,17:00,17:59,369.43,kWh,$0.00,
Electric usage,4/24/2025,18:00,18:59,229.44,kWh,$0.00,
Electric usage,4/24/2025,19:00,19:59,117.19,kWh,$0.00,
Electric usage,4/24/2025,20:00,20:59,122.49,kWh,$0.00,
Electric usage,4/24/2025,21:00,21:59,114.38,kWh,$0.00,
Electric usage,4/24/2025,22:00,22:59,118.77,kWh,$0.00,
Electric usage,4/24/2025,23:00,23:59,122.64,kWh,$0.00,
Electric usage,4/25/2025,0:00,0:59,115.43,kWh,$0.00,
Electric usage,4/25/2025,1:00,1:59,121.93,kWh,$0.00,
Electric usage,4/25/2025,2:00,2:59,118.88,kWh,$0.00,
Electric usage,4/25/2025,3:00,3:59,116.04,kWh,$0.00,
Electric usage,4/25/2025,4:00,4:59,119.39,kWh,$0.00,
Electric usage,4/25/2025,5:00,5:59,130.05,kWh,$0.00,
Electric usage,4/25/2025,6:00,6:59,275.08,kWh,$0.00,
Electric usage,4/25/2025,7:00,7:59,378.43,kWh,$0.00,
Electric usage,4/25/2025,8:00,8:59,377.44,kWh,$0.00,
Electric usage,4/25/2025,9:00,9:59,379.49,kWh,$0.00,
Electric usage,4/25/2025,10:00,10:59,381.78,kWh,$0.00,
Electric usage,4/25/2025,11:00,11:59,378.36,kWh,$0.00,
Electric usage,4/25/2025,12:00,12:59,379.11,kWh,$0.00,
Electric usage,4/25/2025,13:00,13:59,379.92,kWh,$0.00,
Electric usage,4/25/2025,14:00,14:59,380.20,kWh,$0.00,
Electric usage,4/25/2025,15:00,15:59,385.11,kWh,$0.00,
Electric usage,4/25/2025,16:00,16:59,381.06,kWh,$0.00,
Electric usage,4/25/2025,17:00,17:59,370.50,kWh,$0.00,
Electric usage,4/25/2025,18:00,18:59,231.40,kWh,$0.00,
Electric usage,4/25/2025,19:00,19:59,117.28,kWh,$0.00,
Electric usage,4/25/2025,20:00,20:59,120.78,kWh,$0.00,
Electric usage,4/25/2025,21:00,21:59,120.61,kWh,$0.00,
Electric usage,4/25/2025,22:00,22:59,122.84,kWh,$0.00,
Electric usage,4/25/2025,23:00,23:59,121.30,kWh,$0.00,
Electric usage,4/26/2025,0:00,0:59,119.16,kWh,$0.00,
Electric usage,4/26/2025,1:00,1:59,114.46,kWh,$0.00,
Electric usage,4/26/2025,2:00,2:59,117.55,kWh,$0.00,
Electric usage,4/26/2025,3:00,3:59,115.54,kWh,$0.00,
Electric usage,4/26/2025,4:00,4:59,121.74,kWh,$0.00,
Electric usage,4/26/2025,5:00,5:59,120.71,kWh,$0.00,
Electric usage,4/26/2025,6:00,6:59,122.79,kWh,$0.00,
Electric usage,4/26/2025,7:00,7:59,127.81,kWh,$0.00,
Electric usage,4/26/2025,8:00,8:59,131.72,kWh,$0.00,
Electric usage,4/26/2025,9:00,9:59,142.11,kWh,$0.00,
Electric usage,4/26/2025,10:00,10:59,143.91,kWh,$0.00,
Electric usage,4/26/2025,11:00,11:59,158.48,kWh,$0.00,
Electric usage,4/26/2025,12:00,12:59,156.57,kWh,$0.00,
Electric usage,4/26/2025,13:00,13:59,158.69,kWh,$0.00,
Electric usage,4/26/2025,14:00,14:59,158.66,kWh,$0.00,
Electric usage,4/26/2025,15:00,15:59,150.53,kWh,$0.00,
Electric usage,4/26/2025,16:00,16:59,141.14,kWh,$0.00,
Electric usage,4/26/2025,17:00,17:59,135.92,kWh,$0.00,
Electric usage,4/26/2025,18:00,18:59,123.19,kWh,$0.00,
Electric usage,4/26/2025,19:00,19:59,123.37,kWh,$0.00,
Electric usage,4/26/2025,20:00,20:59,118.51,kWh,$0.00,
Electric usage,4/26/2025,21:00,21:59,122.01,kWh,$0.00,
Electric usage,4/26/2025,22:00,22:59,123.85,kWh,$0.00,
Electric usage,4/26/2025,23:00,23:59,122.07,kWh,$0.00,
Electric usage,4/27/2025,0:00,0:59,117.70,kWh,$0.00,
Electric usage,4/27/2025,1:00,1:59,125.27,kWh,$0.00,
Electric usage,4/27/2025,2:00,2:59,123.59,kWh,$0.00,
Electric usage,4/27/2025,3:00,3:59,119.05,kWh,$0.00,
Electric usage,4/27/2025,4:00,4:59,122.97,kWh,$0.00,
Electric usage,4/27/2025,5:00,5:59,120.58,kWh,$0.00,
Electric usage,4/27/2025,6:00,6:59,122.09,kWh,$0.00,
Electric usage,4/27/2025,7:00,7:59,128.47,kWh,$0.00,
Electric usage,4/27/2025,8:00,8:59,130.60,kWh,$0.00,
Electric usage,4/27/2025,9:00,9:59,140.60,kWh,$0.00,
Electric usage,4/27/2025,10:00,10:59,148.66,kWh,$0.00,
Electric usage,4/27/2025,11:00,11:59,157.35,kWh,$0.00,
Electric usage,4/27/2025,12:00,12:59,164.98,kWh,$0.00,
Electric usage,4/27/2025,13:00,13:59,160.79,kWh,$0.00,
Electric usage,4/27/2025,14:00,14:59,157.17,kWh,$0.00,
Electric usage,4/27/2025,15:00,15:59,149.43,kWh,$0.00,
Electric usage,4/27/2025,16:00,16:59,144.91,kWh,$0.00,
Electric usage,4/27/2025,17:00,17:59,135.45,kWh,$0.00,
Electric usage,4/27/2025,18:00,18:59,126.75,kWh,$0.00,
Electric usage,4/27/2025,19:00,19:59,123.60,kWh,$0.00,
Electric usage,4/27/2025,20:00,20:59,123.91,kWh,$0.00,
Electric usage,4/27/2025,21:00,21:59,122.21,kWh,$0.00,
Electric usage,4/27/2025,22:00,22:59,119.16,kWh,$0.00,
Electric usage,4/27/2025,23:00,23:59,119.43,kWh,$0.00,
Electric usage,4/28/2025,0:00,0:59,119.00,kWh,$0.00,
Electric usage,4/28/2025,1:00,1:59,119.15,kWh,$0.00,
Electric usage,4/28/2025,2:00,2:59,119.04,kWh,$0.00,
Electric usage,4/28/2025,3:00,3:59,122.30,kWh,$0.00,
Electric usage,4/28/2025,4:00,4:59,122.80,kWh,$0.00,
Electric usage,4/28/2025,5:00,5:59,129.65,kWh,$0.00,
Electric usage,4/28/2025,6:00,6:59,272.25,kWh,$0.00,
Electric usage,4/28/2025,7:00,7:59,380.63,kWh,$0.00,
Electric usage,4/28/2025,8:00,8:59,381.80,kWh,$0.00,
Electric usage,4/28/2025,9:00,9:59,379.97,kWh,$0.00,
Electric usage,4/28/2025,10:00,10:59,379.39,kWh,$0.00,
Electric usage,4/28/2025,11:00,11:59,377.87,kWh,$0.00,
Electric usage,4/28/2025,12:00,12:59,377.35,kWh,$0.00,
Electric usage,4/28/2025,13:00,13:59,380.51,kWh,$0.00,
Electric usage,4/28/2025,14:00,14:59,375.01,kWh,$0.00,
Electric usage,4/28/2025,15:00,15:59,382.09,kWh,$0.00,
Electric usage,4/28/2025,16:00,16:59,380.39,kWh,$0.00,
Electric usage,4/28/2025,17:00,17:59,375.90,kWh,$0.00,
Electric usage,4/28/2025,18:00,18:59,226.47,kWh,$0.00,
Electric usage,4/28/2025,19:00,19:59,116.02,kWh,$0.00,
Electric usage,4/28/2025,20:00,20:59,120.26,kWh,$0.00,
Electric usage,4/28/2025,21:00,21:59,124.77,kWh,$0.00,
Electric usage,4/28/2025,22:00,22:59,119.46,kWh,$0.00,
Electric usage,4/28/2025,23:00,23:59,122.07,kWh,$0.00,
Electric usage,4/29/2025,0:00,0:59,122.06,kWh,$0.00,
Electric usage,4/29/2025,1:00,1:59,122.96,kWh,$0.00,
Electric usage,4/29/2025,2:00,2:59,117.41,kWh,$0.00,
Electric usage,4/29/2025,3:00,3:59,120.53,kWh,$0.00,
Electric usage,4/29/2025,4:00,4:59,121.25,kWh,$0.00,
Electric usage,4/29/2025,5:00,5:59,129.31,kWh,$0.00,
Electric usage,4/29/2025,6:00,6:59,273.20,kWh,$0.00,
Electric usage,4/29/2025,7:00,7:59,383.49,kWh,$0.00,
Electric usage,4/29/2025,8:00,8:59,382.13,kWh,$0.00,
Electric usage,4/29/2025,9:00,9:59,378.14,kWh,$0.00,
Electric usage,4/29/2025,10:00,10:59,378.66,kWh,$0.00,
Electric usage,4/29/2025,11:00,11:59,383.39,kWh,$0.00,
Electric usage,4/29/2025,12:00,12:59,377.27,kWh,$0.00,
Electric usage,4/29/2025,13:00,13:59,375.79,kWh,$0.00,
Electric usage,4/29/2025,14:00,14:59,381.26,kWh,$0.00,
Electric usage,4/29/2025,15:00,15:59,383.62,kWh,$0.00,
Electric usage,4/29/2025,16:00,16:59,382.09,kWh,$0.00,
Electric usage,4/29/2025,17:00,17:59,371.59,kWh,$0.00,
Electric usage,4/29/2025,18:00,18:59,224.65,kWh,$0.00,
Electric usage,4/29/2025,19:00,19:59,122.39,kWh,$0.00,
Electric usage,4/29/2025,20:00,20:59,120.25,kWh,$0.00,
Electric usage,4/29/2025,21:00,21:59,121.44,kWh,$0.00,
Electric usage,4/29/2025,22:00,22:59,117.85,kWh,$0.00,
Electric usage,4/29/2025,23:00,23:59,115.90,kWh,$0.00,
Electric usage,4/30/2025,0:00,0:59,119.26,kWh,$0.00,
Electric usage,4/30/2025,1:00,1:59,118.76,kWh,$0.00,
Electric usage,4/30/2025,2:00,2:59,125.68,kWh,$0.00,
Electric usage,4/30/2025,3:00,3:59,123.25,kWh,$0.00,
Electric usage,4/30/2025,4:00,4:59,121.69,kWh,$0.00,
Electric usage,4/30/2025,5:00,5:59,128.71,kWh,$0.00,
Electric usage,4/30/2025,6:00,6:59,270.55,kWh,$0.00,
Electric usage,4/30/2025,7:00,7:59,380.34,kWh,$0.00,
Electric usage,4/30/2025,8:00,8:59,379.79,kWh,$0.00,
Electric usage,4/30/2025,9:00,9:59,382.30,kWh,$0.00,
Electric usage,4/30/2025,10:00,10:59,385.64,kWh,$0.00,
Electric usage,4/30/2025,11:00,11:59,376.30,kWh,$0.00,
Electric usage,4/30/2025,12:00,12:59,379.29,kWh,$0.00,
Electric usage,4/30/2025,13:00,13:59,381.26,kWh,$0.00,
Electric usage,4/30/2025,14:00,14:59,378.05,kWh,$0.00,
Electric usage,4/30/2025,15:00,15:59,383.36,kWh,$0.00,
Electric usage,4/30/2025,16:00,16:59,383.59,kWh,$0.00,
Electric usage,4/30/2025,17:00,17:59,367.98,kWh,$0.00,
Electric usage,4/30/2025,18:00,18:59,229.48,kWh,$0.00,
Electric usage,4/30/2025,19:00,19:59,121.03,kWh,$0.00,
Electric usage,4/30/2025,20:00,20:59,119.32,kWh,$0.00,
Electric usage,4/30/2025,21:00,21:59,117.98,kWh,$0.00,
Electric usage,4/30/2025,22:00,22:59,116.36,kWh,$0.00,
Electric usage,4/30/2025,23:00,23:59,119.14,kWh,$0.00,
Electric usage,5/1/2025,0:00,0:59,115.93,kWh,$0.00,
Electric usage,5/1/2025,1:00,1:59,124.26,kWh,$0.00,
Electric usage,5/1/2025,2:00,2:59,116.05,kWh,$0.00,
Electric usage,5/1/2025,3:00,3:59,117.08,kWh,$0.00,
Electric usage,5/1/2025,4:00,4:59,122.09,kWh,$0.00,
Electric usage,5/1/2025,5:00,5:59,131.22,kWh,$0.00,
Electric usage,5/1/2025,6:00,6:59,270.12,kWh,$0.00,
Electric usage,5/1/2025,7:00,7:59,378.91,kWh,$0.00,
Electric usage,5/1/2025,8:00,8:59,386.25,kWh,$0.00,
Electric usage,5/1/2025,9:00,9:59,386.06,kWh,$0.00,
Electric usage,5/1/2025,10:00,10:59,373.84,kWh,$0.00,
Electric usage,5/1/2025,11:00,11:59,381.43,kWh,$0.00,
Electric usage,5/1/2025,12:00,12:59,378.23,kWh,$0.00,
Electric usage,5/1/2025,13:00,13:59,376.54,kWh,$0.00,
Electric usage,5/1/2025,14:00,14:59,377.00,kWh,$0.00,
Electric usage,5/1/2025,15:00,15:59,385.31,kWh,$0.00,
Electric usage,5/1/2025,16:00,16:59,376.79,kWh,$0.00,
Electric usage,5/1/2025,17:00,17:59,368.77,kWh,$0.00,
Electric usage,5/1/2025,18:00,18:59,223.82,kWh,$0.00,
Electric usage,5/1/2025,19:00,19:59,122.76,kWh,$0.00,
Electric usage,5/1/2025,20:00,20:59,116.55,kWh,$0.00,
